family,m,instance,method,run,generation,evaluations,best_score,best_cut,pop_mean_cut,median_abs_corr,min_abs_corr,two_qubit,non_clifford,seconds,ratio_best,ratio_pop_mean
reg3,60,reg3_m60_s0,es,0,210,10510,1.2806110567179823,72.0,72.0,0.050055821700905154,0.0005863398137562256,20,37,41.534922499995446,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,215,10760,1.2806110567179823,72.0,72.0,0.050055821700905154,0.0005863398137562256,20,37,42.50262559999828,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,220,11010,1.2806110567179825,72.0,72.0,0.050055821700905084,0.0005863398137562099,20,37,43.48450729998876,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,225,11260,1.2806110567179825,72.0,72.0,0.050055821700905084,0.0005863398137562099,20,37,44.53926279998268,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,230,11510,1.2806110567179825,72.0,72.0,0.050055821700905084,0.0005863398137562099,20,37,45.580741199984914,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,235,11760,1.2806110567179825,72.0,72.0,0.050055821700905084,0.0005863398137562099,20,37,46.516526699997485,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,240,12010,1.2806110567179825,72.0,72.0,0.050055821700905084,0.0005863398137562099,20,37,47.61482950000209,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,245,12260,1.2806110567179825,72.0,72.0,0.050055821700905084,0.0005863398137562099,20,37,48.65646279999055,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,250,12510,1.2830044597101486,72.0,72.0,0.05732742807025602,0.0012270811848911767,20,37,49.65154419999453,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,255,12760,1.2830044597101486,72.0,72.0,0.05732742807025602,0.0012270811848911767,20,37,50.641244900005404,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,260,13010,1.2830044597101486,72.0,72.0,0.05732742807025616,0.0012270811848911177,20,37,51.64971890000743,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,265,13260,1.2830044597101486,72.0,72.0,0.05732742807025602,0.0012270811848911767,20,37,52.68692750000628,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,270,13510,1.2830044597101486,72.0,72.0,0.05732742807025616,0.0012270811848911177,20,37,53.70586960000219,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,275,13760,1.2830044597101486,72.0,72.0,0.05732742807025616,0.0012270811848911177,20,37,54.790804799995385,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,280,14010,1.2830044597101486,72.0,72.0,0.05732742807025602,0.0012270811848911767,20,37,55.76187280000886,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,285,14260,1.2830044597101486,72.0,72.0,0.05732742807025602,0.0012270811848911767,20,37,56.77829630000633,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,290,14510,1.2830044597101486,72.0,72.0,0.05732742807025616,0.0012270811848911177,20,37,57.80473659999552,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,295,14760,1.2830044597101486,72.0,72.0,0.05732742807025616,0.0012270811848911177,20,37,58.821964300004765,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,300,15010,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,59.842545799998334,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,305,15260,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,60.88200019998476,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,310,15510,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,61.8614222999895,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,315,15760,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,62.88461370000732,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,320,16010,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,63.90682830000878,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,325,16260,1.2833544709320046,72.0,72.0,0.051457334562920995,0.0008249347670924966,20,37,64.82344370000646,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,330,16510,1.2833544709320046,72.0,72.0,0.051457334562920995,0.0008249347670924966,20,37,65.84122490001027,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,335,16760,1.2833544709320046,72.0,72.0,0.051457334562920995,0.0008249347670924966,20,37,66.90450199999032,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,340,17010,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,67.92288830000325,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,345,17260,1.2833544709320046,72.0,72.0,0.051457334562920995,0.0008249347670924966,20,37,68.85123629998998,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,350,17510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,69.80382760000066,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,355,17760,1.2833544709320046,72.0,72.0,0.05145733456292078,0.0008249347670924723,20,37,70.77553439998883,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,360,18010,1.2833544709320046,72.0,72.0,0.051457334562920995,0.0008249347670924966,20,37,71.76229789998615,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,365,18260,1.2833544709320046,72.0,72.0,0.051457334562920995,0.0008249347670924966,20,37,72.80646110000089,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,370,18510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,73.84725309998612,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,375,18760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,74.7347221999953,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,380,19010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,75.76240390000748,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,385,19260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,76.71169080000254,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,390,19510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,77.66744309998467,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,395,19760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,78.66818899998907,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,0,400,20010,1.2833544709320046,72.0,72.0,0.051457334562920995,0.0008249347670924966,20,37,79.75787989998935,0.8674698795180723,0.8674698795180723
reg3,60,reg3_m60_s0,es,1,0,10,0.736444777344415,44.0,46.3,0.07304383663338695,0.00098649445651193,20,35,0.02779220000957139,0.5301204819277109,0.5578313253012048
reg3,60,reg3_m60_s0,es,1,5,260,1.0294795068528633,58.0,56.5,0.06597869230179365,4.336808689942018e-18,20,35,0.9805095000192523,0.6987951807228916,0.6807228915662651
reg3,60,reg3_m60_s0,es,1,10,510,1.1020403107965229,61.0,60.6,0.10185265388483511,0.0029636355156159805,20,32,1.9410140000109095,0.7349397590361446,0.7301204819277108
reg3,60,reg3_m60_s0,es,1,15,760,1.1994230953349467,66.0,64.9,0.09853079177497343,0.0012198810822825132,20,33,2.8644942000100855,0.7951807228915663,0.7819277108433735
reg3,60,reg3_m60_s0,es,1,20,1010,1.2750897318574232,67.0,66.7,0.13254005807007352,0.001793474772852027,20,33,3.8566419999988284,0.8072289156626506,0.8036144578313253
reg3,60,reg3_m60_s0,es,1,25,1260,1.2837343614284975,67.0,67.0,0.1511358381596044,0.0031385623731792103,20,34,4.828647600021213,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es,1,30,1510,1.3022845541041528,69.0,67.2,0.13254005807007338,0.0028068295499984255,20,33,5.776311900001019,0.8313253012048193,0.8096385542168675
reg3,60,reg3_m60_s0,es,1,35,1760,1.3180938086032068,70.0,68.6,0.1419290056315065,0.004918862897024062,20,33,6.747812400019029,0.8433734939759037,0.8265060240963855
reg3,60,reg3_m60_s0,es,1,40,2010,1.3180938086032068,70.0,68.6,0.1419290056315065,0.004918862897024062,20,33,7.794856199994683,0.8433734939759037,0.8265060240963855
reg3,60,reg3_m60_s0,es,1,45,2260,1.32970498877381,69.0,68.8,0.14784182738351465,0.000743854068924639,20,33,8.712320200022077,0.8313253012048193,0.8289156626506023
reg3,60,reg3_m60_s0,es,1,50,2510,1.32970498877381,69.0,69.1,0.14784182738351465,0.000743854068924639,20,33,9.757125700009055,0.8313253012048193,0.8325301204819276
reg3,60,reg3_m60_s0,es,1,55,2760,1.337472532377403,69.0,69.0,0.16999980433714668,0.004994418509670147,20,33,10.70057660000748,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es,1,60,3010,1.3430644433725905,69.0,69.0,0.16026704946874995,0.004994418509670121,20,33,11.865468800009694,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es,1,65,3260,1.3460630199638053,69.0,69.0,0.1593296271248334,0.0007548020515294965,20,33,12.844857699994463,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es,1,70,3510,1.3460630199638053,69.0,69.0,0.1593296271248334,0.0007548020515294965,20,33,13.79615440001362,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es,1,75,3760,1.3756821329756017,72.0,69.9,0.12632697899670348,0.005286099548663388,20,34,15.04054640000686,0.8674698795180723,0.8421686746987952
reg3,60,reg3_m60_s0,es,1,80,4010,1.3889924677401966,72.0,71.8,0.14275741939293934,0.003506042853340138,20,34,16.062058400013484,0.8674698795180723,0.8650602409638554
reg3,60,reg3_m60_s0,es,1,85,4260,1.3932199482727916,73.0,72.5,0.11478533498980886,0.0011411868725198365,20,34,17.08043660002295,0.8795180722891566,0.8734939759036144
reg3,60,reg3_m60_s0,es,1,90,4510,1.3932199482727916,73.0,73.0,0.11478533498980878,0.0011411868725198452,20,34,18.059557000000495,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,95,4760,1.4000394104669671,73.0,73.0,0.13183504539269247,0.00041230515770321156,20,34,19.07869640001445,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,100,5010,1.4000394104669671,73.0,73.0,0.13183504539269247,0.00041230515770321156,20,34,20.181603000004543,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,105,5260,1.400118080912703,73.0,73.0,0.12429980027732335,0.002097134275678099,20,32,21.124615600012476,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,110,5510,1.400118080912703,73.0,73.0,0.12429980027732335,0.002097134275678099,20,32,22.004616899997927,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,115,5760,1.400118080912703,73.0,73.0,0.12429980027732335,0.002097134275678099,20,32,22.94201910000993,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,120,6010,1.4047006383532596,73.0,73.0,0.13490637630688768,0.0019917413696109894,20,33,23.842695400002412,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,125,6260,1.4047006383532596,73.0,73.0,0.13490637630688768,0.0019917413696109894,20,33,24.86450130000594,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,130,6510,1.4059270793017296,73.0,73.0,0.1365841905874401,0.0072104800605741915,20,34,25.7990570999973,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,135,6760,1.4072258163943931,73.0,73.0,0.14055935874829706,0.0034121065046136875,20,34,26.78011780002271,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,140,7010,1.4091682827058736,73.0,73.0,0.14315764751645269,0.0004182431711349296,20,34,27.78899739999906,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,145,7260,1.4114039385003618,73.0,73.0,0.1365841905874401,0.004172397951143545,20,34,28.76451979999547,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,150,7510,1.4114039385003618,73.0,73.0,0.1365841905874401,0.004172397951143545,20,34,29.719542000006186,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,155,7760,1.4114039385003618,73.0,73.0,0.1365841905874401,0.004172397951143545,20,34,30.65416780000669,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,160,8010,1.4114039385003618,73.0,73.0,0.13658419058744015,0.004172397951143391,20,33,31.616071099997498,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,165,8260,1.4131083006047622,73.0,73.0,0.1418370445399254,0.0033094986061628587,20,35,32.558753200020874,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,170,8510,1.4131083006047622,73.0,73.0,0.1418370445399254,0.0033094986061628587,20,35,33.485599100007676,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,175,8760,1.4131083006047622,73.0,73.0,0.1418370445399254,0.0033094986061628587,20,35,34.47363829999813,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,180,9010,1.4131083006047622,73.0,73.0,0.1418370445399254,0.0033094986061628587,20,35,35.38019090000307,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,185,9260,1.4131083006047622,73.0,73.0,0.1418370445399254,0.0033094986061628587,20,35,36.33380220000981,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,190,9510,1.4140666788740675,73.0,73.0,0.1468048310726317,0.0014161035802765336,20,37,37.32827329999418,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,195,9760,1.417004258923963,73.0,73.0,0.13450468558376355,0.0018913810138611528,20,35,38.325965399999404,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,200,10010,1.417004258923963,73.0,73.0,0.13450468558376355,0.0018913810138611528,20,35,39.30123700000695,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,205,10260,1.4184291627658936,73.0,73.0,0.14783122848335178,0.0014161035802765145,20,37,40.32229670000379,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,210,10510,1.4184291627658936,73.0,73.0,0.14783122848335178,0.0014161035802765145,20,37,41.33851820000564,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,215,10760,1.4184291627658936,73.0,73.0,0.14783122848335178,0.0014161035802765145,20,37,42.33007350002299,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,220,11010,1.4184291627658938,73.0,73.0,0.14783122848335178,0.0014161035802764867,20,37,43.31867060001241,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,225,11260,1.4190662175994468,73.0,73.0,0.1395638002972583,0.0008042855900639596,20,36,44.32597070001066,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,230,11510,1.4190662175994468,73.0,73.0,0.1395638002972583,0.0008042855900639596,20,36,45.31061929999851,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,235,11760,1.4190662175994468,73.0,73.0,0.1395638002972583,0.0008042855900638746,20,36,46.31690500001423,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,240,12010,1.4190662175994468,73.0,73.0,0.1395638002972583,0.0008042855900638746,20,36,47.32904189999681,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,245,12260,1.4190662175994468,73.0,73.0,0.1395638002972583,0.0008042855900639596,20,36,48.27562050000415,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,250,12510,1.4190662175994468,73.0,73.0,0.13956380029725834,0.0008042855900640012,20,35,49.164553400012664,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,255,12760,1.4190662175994468,73.0,73.0,0.1395638002972584,0.0008042855900640012,20,35,50.208249200019054,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,260,13010,1.4190662175994468,73.0,73.0,0.1395638002972583,0.0008042855900638746,20,36,51.17819160001818,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,265,13260,1.4190662175994468,73.0,73.0,0.1395638002972583,0.0008042855900638694,20,34,52.16168079999625,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,270,13510,1.4190662175994468,73.0,73.0,0.13956380029725834,0.0008042855900640012,20,35,53.09247960001812,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,275,13760,1.4190662175994468,73.0,73.0,0.1395638002972583,0.0008042855900638694,20,34,54.08732439999585,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,280,14010,1.4190662175994468,73.0,73.0,0.13956380029725834,0.0008042855900640012,20,35,54.98320080002304,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,285,14260,1.4190662175994468,73.0,73.0,0.13956380029725837,0.000804285590064114,20,35,56.01005179999629,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,290,14510,1.4190662175994468,73.0,73.0,0.1395638002972584,0.0008042855900639977,20,33,56.965955100022256,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,295,14760,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,57.95418990001781,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,300,15010,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,58.89507369999774,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,305,15260,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,59.98289850002038,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,310,15510,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,61.02689979999559,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,315,15760,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,62.00235799999791,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,320,16010,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,62.94183389999671,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,325,16260,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,63.85649090001243,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,330,16510,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,64.75999750001938,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,335,16760,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,65.73329470001045,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,340,17010,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,66.66853740002261,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,345,17260,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,67.67401720001362,0.8795180722891566,0.8795180722891566
reg3,60,reg3_m60_s0,es,1,350,17510,1.419066217599447,73.0,73.0,0.1395638002972584,0.0008042855900640793,20,34,68.64281520000077,0.8795180722891566,0.8795180722891566
