family,m,n,instance,run,generation,evaluations,best_score,best_cut,pop_mean_cut,median_abs_corr,min_abs_corr,two_qubit,non_clifford,seconds,ratio_best,ratio_pop_mean
reg3,60,6,reg3_m60_s0,0,765,38260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,170.2009939000127,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,770,38510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,171.38638770001126,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,775,38760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,172.61385680001695,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,780,39010,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,173.851599000016,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,785,39260,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,175.07247549999738,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,790,39510,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,176.26755190000404,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,795,39760,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,177.48366389999865,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,800,40010,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,179.1053415000206,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,805,40260,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,180.34351100001368,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,810,40510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,181.5470323000045,0.8674698795180723,0.8674698795180723
