family,m,n,instance,best_known,method,run,evaluations,ratio
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12660,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12710,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12760,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12810,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12860,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12910,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12960,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13010,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13060,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13110,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13160,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13210,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13260,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13310,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13360,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13410,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13460,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13510,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13560,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13610,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13660,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13710,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13760,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13810,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13860,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13910,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,13960,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14010,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14060,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14110,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14160,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14210,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14260,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14310,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14360,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14410,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14460,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14510,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14560,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14610,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14660,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14710,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,14760,0.6497890295358649
